0 | 0 | -1
1 | 3718 | 19
2 | -2389 | -22
3 | -4968 | -27
4 | 9291 | 21
5 | 4258 | 19
6 | -2744 | -17
7 | 3784 | 22
8 | 3379 | 22
9 | -3410 | -8
10 | 748 | 19
11 | -2076 | -15
12 | -885 | -21
13 | 1348 | 16
14 | 7510 | 13
15 | 2776 | 22
16 | -2657 | -20
17 | 8568 | 27
18 | 7514 | 17
19 | -1353 | -12
20 | 4826 | 20
21 | -4036 | -13
22 | -5198 | -23
23 | 4399 | 25
24 | -4661 | -17
25 | 7754 | 23
26 | 3509 | 17
27 | 2928 | 21
28 | 1143 | 9
29 | -1248 | -15
30 | -5554 | -19
31 | -5308 | -16
32 | -6202 | -10
33 | 1464 | 15
34 | 4370 | 14
35 | 3183 | 15
36 | 1083 | 12
37 | -3704 | -14
38 | -5905 | -19
39 | 1653 | 15
40 | -7626 | -21
41 | 2807 | 17
42 | -9812 | -20
43 | 6494 | 23
44 | 2022 | 6
45 | -334 | -10
46 | -6862 | -22
47 | 8250 | 15
48 | -647 | -17
49 | 5383 | 19
50 | -3114 | -9
51 | -3782 | -20
52 | -5122 | -10
53 | 3697 | 25
54 | -9897 | -33
55 | 224 | 8
56 | -5084 | -17
57 | -9319 | -22
58 | 1315 | 10
59 | -1677 | -21
60 | -6267 | -21
61 | -6516 | -18
62 | 7289 | 26
63 | -3898 | -28
64 | 2509 | 16
65 | -733 | -13
66 | -9739 | -28
67 | -8213 | -14
68 | 9382 | 22
69 | -5804 | -17
70 | -5749 | -25
71 | -4448 | -20
72 | 1715 | 14
73 | -6407 | -17
74 | -1627 | -16
75 | 3392 | 17
76 | 3524 | 14
77 | 8765 | 26
78 | 4256 | 17
79 | 5773 | 22
80 | 2839 | 22
81 | 1527 | 15
82 | 1913 | 14
83 | -748 | -19
84 | -3358 | -19
85 | 5725 | 19
86 | -8004 | -12
87 | 2154 | 12
88 | -5574 | -21
89 | -3096 | -18
90 | 7112 | 11
91 | -8632 | -19
92 | 3274 | 16
93 | 7246 | 19
94 | -7231 | -13
95 | -9171 | -18
96 | -5128 | -16
97 | 8143 | 16
98 | 9076 | 22
99 | 4200 | 6
100 | 8469 | 27
101 | 4603 | 13
102 | 9860 | 23
103 | -1236 | -12
104 | -5693 | -23
105 | 8939 | 29
106 | 8816 | 23
107 | 2609 | 17
108 | 6212 | 11
109 | 722 | 11
110 | 8015 | 14
111 | 6768 | 27
112 | 1140 | 6
113 | -2346 | -15
114 | 991 | 19
115 | 7653 | 21
116 | 9619 | 25
117 | 1614 | 12
118 | 9800 | 17
119 | 917 | 17
120 | -6797 | -29
121 | 9265 | 22
122 | -8706 | -21
123 | 2924 | 17
124 | 7278 | 24
125 | -5936 | -23
126 | 5249 | 20
127 | -8278 | -25
128 | 6190 | 16
129 | -2122 | -7
130 | 5115 | 12
131 | -6297 | -24
132 | 7041 | 12
133 | 7946 | 26
134 | 6688 | 28
135 | -6659 | -26
136 | 8302 | 13
137 | -4779 | -27
138 | 7049 | 20
139 | -664 | -16
140 | 3342 | 12
141 | 8258 | 23
142 | -3804 | -15
143 | -8414 | -17
144 | 8597 | 29
145 | 1811 | 11
146 | -321 | -6
147 | 2602 | 10
148 | -405 | -9
149 | 8407 | 19
150 | 7386 | 24
151 | -3954 | -21
152 | 6476 | 23
153 | 1809 | 18
154 | -8048 | -20
155 | -5484 | -21
156 | 4675 | 22
157 | 7790 | 23
158 | -2532 | -12
159 | -8269 | -25
160 | -589 | -22
161 | -600 | -6
162 | 8275 | 22
163 | 5675 | 23
164 | -3514 | -13
165 | -1772 | -17
166 | 2101 | 4
167 | 4181 | 14
168 | 5252 | 14
169 | -2510 | -8
170 | -3398 | -23
171 | -7629 | -24
172 | -4340 | -11
173 | -1268 | -17
174 | -3903 | -15
175 | -6968 | -29
176 | 2681 | 17
177 | -310 | -4
178 | -1146 | -12
179 | 6964 | 25
180 | 8317 | 19
181 | -3873 | -21
182 | 5176 | 19
183 | 8008 | 16
184 | 6649 | 25
185 | 7522 | 16
186 | -6178 | -22
187 | 5318 | 17
188 | 2162 | 11
189 | 4235 | 14
190 | -3175 | -16
191 | -2563 | -16
192 | 8532 | 18
193 | 6106 | 13
194 | -9224 | -17
195 | -186 | -15
196 | -3123 | -9
197 | -6821 | -17
198 | 9690 | 24
199 | 3146 | 14
200 | 9101 | 11
201 | 7950 | 21
202 | -7495 | -25
203 | -4325 | -14
204 | 6162 | 15
205 | 559 | 19
206 | -1542 | -12
207 | -4540 | -13
208 | -3189 | -21
209 | -4217 | -14
210 | 4353 | 15
211 | 4134 | 12
212 | -1804 | -13
213 | -8228 | -20
214 | 7789 | 31
215 | 9973 | 28
216 | -8267 | -23
217 | -7431 | -15
218 | 6531 | 15
219 | 1793 | 20
220 | 5312 | 11
221 | 8175 | 21
222 | 78 | 15
223 | -8225 | -17
224 | -4396 | -22
225 | 8071 | 16
226 | -2485 | -19
227 | 5601 | 12
228 | -8342 | -17
229 | -7359 | -24
230 | -8089 | -25
231 | -859 | -22
232 | -6837 | -24
233 | 3199 | 22
234 | -9101 | -11
235 | 4072 | 13
236 | 1747 | 19
237 | -2922 | -15
238 | 3269 | 20
239 | 1159 | 16
240 | 699 | 24
241 | 6645 | 21
242 | 7285 | 22
243 | 2483 | 17
244 | -9985 | -31
245 | -6034 | -13
246 | 5536 | 19
247 | 2704 | 13
248 | -7703 | -17
249 | -7363 | -19
250 | -7598 | -29
251 | 2830 | 13
252 | 6482 | 20
253 | 1969 | 25
254 | -7994 | -29
255 | 5568 | 24
256 | 1703 | 11
257 | -7663 | -22
258 | 3774 | 21
259 | -9325 | -19
260 | 3101 | 5
261 | -2592 | -18
262 | 2926 | 19
263 | -9588 | -30
264 | -5832 | -18
265 | 5649 | 24
266 | -3678 | -24
267 | -8713 | -19
268 | 228 | 12
269 | 3663 | 18
270 | -2220 | -6
271 | -1403 | -8
272 | 302 | 5
273 | 302 | 5
274 | 5847 | 24
275 | 7297 | 25
276 | 847 | 19
277 | -4089 | -21
278 | 2039 | 14
279 | -508 | -13
280 | 1958 | 23
281 | 1283 | 14
282 | 3162 | 12
283 | -9547 | -25
284 | -6149 | -20
285 | 1775 | 20
286 | 2077 | 16
287 | 8991 | 27
288 | 4877 | 26
289 | -6937 | -25
290 | -9542 | -20
291 | -9780 | -24
292 | -5689 | -28
293 | -4725 | -18
294 | -1573 | -16
295 | 9856 | 28
296 | -3232 | -10
297 | -1615 | -13
298 | 7048 | 19
299 | 2288 | 20
300 | 5166 | 18
301 | 7332 | 15
302 | 4978 | 28
303 | -4722 | -15
304 | 3605 | 14
305 | -347 | -14
306 | -8915 | -23
307 | -1506 | -12
308 | 3444 | 15
309 | -2026 | -10
310 | 5688 | 27
311 | -9835 | -25
312 | 8689 | 31
313 | 862 | 16
314 | 8384 | 23
315 | 2366 | 17
316 | 7278 | 24
317 | 4280 | 14
318 | 7162 | 16
319 | -3968 | -26
320 | -3998 | -29
321 | -2922 | -15
322 | 8569 | 28
323 | 2677 | 22
324 | 8598 | 30
325 | -9127 | -19
326 | -6939 | -27
327 | 7842 | 21
328 | 3700 | 10
329 | 7849 | 28
330 | 7465 | 22
331 | 1634 | 14
332 | 5018 | 14
333 | -1036 | -10
334 | 3382 | 16
335 | -1228 | -13
336 | -6978 | -30
337 | 3087 | 18
338 | -535 | -13
339 | 438 | 15
340 | 9358 | 25
341 | -5070 | -12
342 | 2215 | 10
343 | 7229 | 20
344 | -6578 | -26
345 | 3898 | 28
346 | 2974 | 22
347 | 8008 | 16
348 | -124 | -7
349 | 9424 | 19
350 | -7390 | -19
351 | -4721 | -14
352 | 2497 | 22
353 | 7213 | 13
354 | -6771 | -21
355 | 7108 | 16
356 | 6361 | 16
357 | -5346 | -18
358 | -520 | -7
359 | -3041 | -8
360 | 2461 | 13
361 | -4787 | -26
362 | 685 | 19
363 | 977 | 23
364 | 9568 | 28
365 | -6966 | -27
366 | 430 | 7
367 | 7058 | 20
368 | -6883 | -25
369 | -7817 | -23
370 | -9331 | -16
371 | -2797 | -25
372 | -1386 | -18
373 | 6676 | 25
374 | 9713 | 20
375 | 1705 | 13
376 | -3641 | -14
377 | 1708 | 16
378 | 5587 | 25
379 | -503 | -8
380 | -3722 | -14
381 | -2643 | -15
382 | -322 | -7
383 | -4089 | -21
384 | -7561 | -19
385 | -8584 | -25
386 | -5258 | -20
387 | -2858 | -23
388 | 9810 | 18
389 | -3823 | -16
390 | -6701 | -14
391 | -4495 | -22
392 | -9434 | -20
393 | -3461 | -14
394 | -4864 | -22
395 | 9745 | 25
396 | -2398 | -22
397 | -9730 | -19
398 | 554 | 14
399 | -9682 | -25
400 | -8554 | -22
401 | 2503 | 10
402 | -3102 | -6
403 | -5738 | -23
404 | -4388 | -23
405 | -7190 | -17
406 | -9083 | -20
407 | -2641 | -13
408 | -4439 | -20
409 | -9762 | -24
410 | -4137 | -15
411 | -4367 | -20
412 | 4009 | 13
413 | 4552 | 16
414 | -9474 | -24
415 | 4030 | 7
416 | 368 | 17
417 | -5847 | -24
418 | 3435 | 15
419 | -4621 | -13
420 | -6744 | -21
421 | 9981 | 27
422 | 6700 | 13
423 | -1077 | -15
424 | 3522 | 12
425 | 3751 | 16
426 | 4605 | 15
427 | 481 | 13
428 | -5099 | -23
429 | -4200 | -6
430 | 8885 | 29
431 | -4309 | -16
432 | 6042 | 12
433 | 2656 | 19
434 | -4740 | -15
435 | -6362 | -17
436 | -5482 | -19
437 | -316 | -10
438 | 7299 | 27
439 | 6197 | 23
440 | 4021 | 7
441 | -9345 | -21
442 | -2034 | -9
443 | -5876 | -26
444 | -8404 | -16
445 | -2484 | -18
446 | 163 | 10
447 | 6532 | 16
448 | 5818 | 22
449 | -3176 | -17
450 | 8559 | 27
451 | 1341 | 9
452 | -4095 | -18
453 | -6346 | -19
454 | 3940 | 16
455 | 3439 | 19
456 | 9702 | 18
457 | 7624 | 19
458 | -2919 | -21
459 | 8088 | 24
460 | 9135 | 18
461 | 3496 | 22
462 | 8256 | 21
463 | 1079 | 17
464 | 4586 | 23
465 | 4560 | 15
466 | 1180 | 10
467 | -5754 | -21
468 | 9745 | 25
469 | -6110 | -8
470 | 1710 | 9
471 | 5480 | 17
472 | -4939 | -25
473 | -6451 | -16
474 | 7961 | 23
475 | 8717 | 23
476 | 9869 | 32
477 | 8157 | 21
478 | 1956 | 21
479 | -5066 | -17
480 | -5124 | -12
481 | 1720 | 10
482 | 626 | 14
483 | 6034 | 13
484 | -1441 | -10
485 | -3286 | -19
486 | -4644 | -18
487 | 6320 | 11
488 | -1094 | -14
489 | -1501 | -7
490 | -4890 | -21
491 | 9313 | 16
492 | -4201 | -7
493 | 7107 | 15
494 | -4017 | -12
495 | 7941 | 21
496 | 7349 | 23
497 | -4392 | -18
498 | -9166 | -22
499 | -3359 | -20
500 | 7562 | 20
501 | 1422 | 9
502 | 295 | 16
503 | -9316 | -19
504 | 6042 | 12
505 | -1563 | -15
506 | 977 | 23
507 | 3996 | 27
508 | 1685 | 20
509 | -3220 | -7
510 | 123 | 6
511 | 6172 | 16
512 | -1592 | -17
513 | -7111 | -10
514 | -6202 | -10
515 | 6960 | 21
516 | -4078 | -19
517 | 8607 | 21
518 | 3039 | 15
519 | -247 | -13
520 | 8649 | 27
521 | -5651 | -17
522 | -6982 | -25
523 | -9723 | -21
524 | -1118 | -11
525 | 7598 | 29
526 | 3244 | 13
527 | -5322 | -12
528 | -4768 | -25
529 | 4366 | 19
530 | -9823 | -22
531 | -8170 | -16
532 | 134 | 8
533 | -8024 | -14
534 | -9287 | -26
535 | 8988 | 33
536 | 4616 | 17
537 | -2318 | -14
538 | 8971 | 25
539 | 3400 | 7
540 | 1040 | 5
541 | -6143 | -14
542 | -8311 | -13
543 | -8552 | -20
544 | 4162 | 13
545 | -2619 | -18
546 | -9714 | -21
547 | -4109 | -14
548 | 2935 | 19
549 | -3129 | -15
550 | 1629 | 18
551 | 9858 | 30
552 | 8166 | 21
553 | 8270 | 17
554 | -2702 | -11
555 | -2194 | -16
556 | 5018 | 14
557 | -8712 | -18
558 | -6260 | -14
559 | 2318 | 14
560 | 37 | 10
561 | 1478 | 20
562 | 4733 | 17
563 | -707 | -14
564 | 4010 | 5
565 | 1523 | 11
566 | -6747 | -24
567 | 900 | 9
568 | -5482 | -19
569 | -5254 | -16
570 | 5740 | 16
571 | 5476 | 22
572 | -6880 | -22
573 | -962 | -17
574 | 7062 | 15
575 | -4876 | -25
576 | -269 | -17
577 | 9841 | 22
578 | -4271 | -14
579 | -7092 | -18
580 | -8703 | -18
581 | 2231 | 8
582 | -2319 | -15
583 | 4791 | 21
584 | -1739 | -20
585 | -5691 | -21
586 | -4186 | -19
587 | 807 | 15
588 | 5042 | 11
589 | -4480 | -16
590 | -3253 | -13
591 | -2527 | -16
592 | 5150 | 11
593 | 6064 | 16
594 | -5571 | -18
595 | -4599 | -27
596 | -9001 | -10
597 | -8619 | -24
598 | 5504 | 14
599 | 9956 | 29
600 | -741 | -12
601 | -9077 | -23
602 | -9602 | -17
603 | -3697 | -25
604 | 4474 | 19
605 | 3837 | 21
606 | -8186 | -23
607 | 7789 | 31
608 | 8230 | 13
609 | -2002 | -4
610 | -5262 | -15
611 | 6854 | 23
612 | -6573 | -21
613 | -8597 | -29
614 | -573 | -15
615 | -2815 | -16
616 | 6353 | 17
617 | -300 | -3
618 | 8820 | 18
619 | -3644 | -17
620 | 5244 | 15
621 | 9628 | 25
622 | 3352 | 13
623 | 7827 | 24
624 | -6708 | -21
625 | -2957 | -23
626 | 3551 | 14
627 | 1266 | 15
628 | -6081 | -15
629 | -5527 | -19
630 | 3551 | 14
631 | 520 | 7
632 | -2488 | -22
633 | -5584 | -22
634 | 4448 | 20
635 | 3908 | 20
636 | 2628 | 18
637 | 8179 | 25
638 | -3232 | -10
639 | -7989 | -33
640 | 7656 | 24
641 | -5898 | -30
642 | 998 | 26
643 | 5425 | 16
644 | 1249 | 16
645 | -9573 | -24
646 | 6772 | 22
647 | -5001 | -6
648 | -6920 | -17
649 | -9726 | -24
650 | 7080 | 15
651 | -5459 | -23
652 | -1170 | -9
653 | -6280 | -16
654 | -3404 | -11
655 | 8050 | 13
656 | -7530 | -15
657 | 5255 | 17
658 | -1836 | -18
659 | -4644 | -18
660 | 562 | 13
661 | -1700 | -8
662 | -6497 | -26
663 | -7228 | -19
664 | -3243 | -12
665 | -9627 | -24
666 | -9214 | -16
667 | 3348 | 18
668 | 7421 | 14
669 | 2552 | 14
670 | 3122 | 8
671 | 9719 | 26
672 | 6676 | 25
673 | 8450 | 17
674 | -5555 | -20
675 | -2578 | -22
676 | -9798 | -33
677 | 6942 | 21
678 | -8813 | -20
679 | 9011 | 11
680 | -7579 | -28
681 | -6260 | -14
682 | -1412 | -8
683 | 198 | 18
684 | -3635 | -17
685 | 4500 | 9
686 | -4927 | -22
687 | -6975 | -27
688 | -3460 | -13
689 | -810 | -9
690 | 6165 | 18
691 | 5917 | 22
692 | -6160 | -13
693 | -5373 | -18
694 | -7051 | -13
695 | -5028 | -15
696 | 8381 | 20
697 | 6724 | 19
698 | 2785 | 22
699 | 3498 | 24
700 | -9227 | -20
701 | -9235 | -19
702 | 8926 | 25
703 | 7729 | 25
704 | 8821 | 19
705 | -5378 | -23
706 | 723 | 12
707 | -8497 | -28
708 | 1597 | 22
709 | 4771 | 19
710 | 9993 | 30
711 | -6166 | -19
712 | 8311 | 13
713 | -5661 | -18
714 | -2911 | -13
715 | 506 | 11
716 | -9706 | -22
717 | 8524 | 19
718 | 8431 | 16
719 | -946 | -19
720 | -7930 | -19
721 | -2803 | -13
722 | -1498 | -22
723 | 6852 | 21
724 | 761 | 14
725 | -381 | -12
726 | -9681 | -24
727 | -5800 | -13
728 | 2650 | 13
729 | -9827 | -26
730 | -6774 | -24
731 | 1616 | 14
732 | -5524 | -16
733 | 4189 | 22
734 | 4607 | 17
735 | 6778 | 28
736 | -2967 | -24
737 | -7793 | -26
738 | -163 | -10
739 | 5620 | 13
740 | 3131 | 8
741 | -3265 | -16
742 | 4339 | 19
743 | -1089 | -18
744 | -8356 | -22
745 | 9134 | 17
746 | 1544 | 14
747 | -9554 | -23
748 | -916 | -16
749 | -5298 | -24
750 | 7243 | 16
751 | -249 | -15
752 | 1739 | 20
753 | 9600 | 15
754 | 3322 | 10
755 | -4995 | -27
756 | 8549 | 26
757 | -6216 | -15
758 | 8504 | 17
759 | 5521 | 13
760 | 5817 | 21
761 | -9919 | -28
762 | -6596 | -26
763 | 4985 | 26
764 | -3259 | -19
765 | 6915 | 21
766 | 1066 | 13
767 | -2966 | -23
768 | -6522 | -15
769 | -640 | -10
770 | -2459 | -20
771 | -3823 | -16
772 | 3608 | 17
773 | 2377 | 19
774 | -9131 | -14
775 | 4836 | 21
776 | -4102 | -7
777 | 5990 | 23
778 | -779 | -23
779 | -7876 | -28
780 | 5526 | 18
781 | 267 | 15
782 | 2561 | 14
783 | -4569 | -24
784 | -2913 | -15
785 | 1958 | 23
786 | 6034 | 13
787 | -7027 | -16
788 | 2431 | 10
789 | -8400 | -12
790 | -1045 | -10
791 | -9368 | -26
792 | 8615 | 20
793 | -2252 | -11
794 | -4174 | -16
795 | -2763 | -18
796 | -595 | -19
797 | -5823 | -18
798 | 9349 | 25
799 | 1225 | 10
800 | 232 | 7
801 | 7260 | 15
802 | 6418 | 19
803 | -6717 | -21
804 | 4534 | 16
805 | -3342 | -12
806 | 8744 | 23
807 | -728 | -17
808 | -1934 | -17
809 | -3891 | -21
810 | -7240 | -13
811 | -9280 | -19
812 | -6536 | -20
813 | -1093 | -13
814 | -7087 | -22
815 | -2931 | -15
816 | -4009 | -13
817 | 402 | 6
818 | 345 | 12
819 | -9365 | -23
820 | -9167 | -23
821 | -1659 | -21
822 | 6468 | 24
823 | 6034 | 13
824 | 8844 | 24
825 | -6673 | -22
826 | -9533 | -20
827 | 1623 | 12
828 | -5606 | -17
829 | -5556 | -21
830 | -1382 | -14
831 | -4580 | -17
832 | -1155 | -12
833 | 28 | 10
834 | 7929 | 27
835 | 6822 | 18
836 | 856 | 19
837 | 6862 | 22
838 | -8599 | -31
839 | -7746 | -24
840 | -7226 | -17
841 | -5247 | -18
842 | -5021 | -8
843 | 4287 | 21
844 | 4899 | 30
845 | 9384 | 24
846 | -2773 | -19
847 | 6849 | 27
848 | -7063 | -16
849 | 3585 | 21
850 | -42 | -6
851 | -6275 | -20
852 | -5393 | -20
853 | 2509 | 16
854 | -3111 | -6
855 | 7529 | 23
856 | 2198 | 20
